name,sci,kingdom,phylum,class,order,family,genus,mass_g,wild,captive,unrecorded,average,maximum,colonial,pred_global,pred_class,lq_global_maximum,lq_class_maximum,quality,note
Indochinese Arboreal Niviventer,Niviventer langbianis,Animalia,Chordata,Mammalia,Rodentia,Muridae,Niviventer,71.54,,,0.8333,0.8333,0.8333,False,8.547,5.698,0.0975,0.1462,B,
Indochinese Mountain Niviventer,Niviventer tenaster,Animalia,Chordata,Mammalia,Rodentia,Muridae,Niviventer,71.54,,,0.8333,0.8333,0.8333,False,8.547,5.698,0.0975,0.1462,B,
Dibatag,Ammodorcas clarkei,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ammodorcas,28274.9,,,3.0,3.0,3.0,False,26.3517,20.6316,0.1138,0.1454,B,
Desmarest's Spiny Pocket Mouse,Heteromys desmarestianus,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Heteromys,76.4,,,0.8333,0.8333,0.8333,False,8.6535,5.7792,0.0963,0.1442,B,
Nasal-bar pygmygoby,Trimma nasa,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Trimma,0.2126,,,0.238,0.238,0.238,False,2.8575,1.6525,0.0833,0.144,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Zanzibar Red Colobus,Piliocolobus kirkii,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Piliocolobus,7158.29,,,2.1667,2.1667,2.1667,False,20.3456,15.3516,0.1065,0.1411,B,
Mountain Short-horned Lizard,Phrynosoma hernandesi,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Phrynosoma,22.945,,,1.1,1.1,1.1,False,6.8995,7.7966,0.1594,0.1411,B,
Bahia Porcupine,Sphiggurus insidiosus,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Sphiggurus,998.32,,,1.4167,1.4167,1.4167,False,14.0401,10.0474,0.1009,0.141,B,
"Green Tree Snake, Common Tree Snake",Dendrelaphis punctulatus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dendrelaphis,3113.0,,,3.1,3.1,3.1,False,17.393,21.9941,0.1782,0.1409,B,
Mountain Coati,Nasuella olivacea,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasuella,1339.99,,,1.5,1.5,1.5,False,14.8402,10.7044,0.1011,0.1401,B,
-999,Phrynosoma douglasii,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Phrynosoma,15.345,,,1.0,1.0,1.0,False,6.3962,7.1615,0.1563,0.1396,B,
Northern Three-toed Jerboa,Dipus sagitta,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Dipus,89.0,,,0.8333,0.8333,0.8333,False,8.9058,5.9722,0.0936,0.1395,B,
Anderson's Short-fingered Gecko,Stenodactylus petrii,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Stenodactylus,5.4,,,0.8,0.8,0.8,False,5.2542,5.7439,0.1523,0.1393,B,
Dark-colored Brush-furred Rat,Lophuromys aquilus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Lophuromys,56.035,,,0.75,0.75,0.75,False,8.1628,5.4062,0.0919,0.1387,B,
Short-tailed Brush-furred Rat,Lophuromys brevicaudus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Lophuromys,56.035,,,0.75,0.75,0.75,False,8.1628,5.4062,0.0919,0.1387,B,
Thomas's Ethiopian Brush-furred Rat,Lophuromys brunneus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Lophuromys,56.035,,,0.75,0.75,0.75,False,8.1628,5.4062,0.0919,0.1387,B,
Ethiopian Forest Brush-furred Rat,Lophuromys chrysopus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Lophuromys,56.035,,,0.75,0.75,0.75,False,8.1628,5.4062,0.0919,0.1387,B,
Ethiopian Buff-spotted Brush-furred Rat,Lophuromys flavopunctatus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Lophuromys,56.035,,,0.75,0.75,0.75,False,8.1628,5.4062,0.0919,0.1387,B,
Zena's Brush-furred Rat,Lophuromys zena,Animalia,Chordata,Mammalia,Rodentia,Muridae,Lophuromys,56.035,,,0.75,0.75,0.75,False,8.1628,5.4062,0.0919,0.1387,B,
Lumholtz's Tree-kangaroo,Dendrolagus lumholtzi,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,6649.97,,,2.0833,2.0833,2.0833,False,20.0653,15.1102,0.1038,0.1379,B,
Western Brush Wallaby,Macropus irma,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,8000.0,,,2.1667,2.1667,2.1667,False,20.7759,15.7233,0.1043,0.1378,B,
Pompano dolphin,Coryphaena equiselis,Animalia,Chordata,Actinopterygii,Perciformes,Coryphaenidae,Coryphaena,34443.7,4.0,,,4.0,4.0,False,27.3494,29.3234,0.1463,0.1364,B,
Bush Karroo Rat,Myotomys unisulcatus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Myotomys,99.25,,,0.8333,0.8333,0.8333,False,9.0905,6.1139,0.0917,0.1363,B,
Travancore Flying Squirrel,Petinomys fuscocapillus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petinomys,712.0,,,1.25,1.25,1.25,False,13.1743,9.3425,0.0949,0.1338,B,
Anegada Ground Iguana,Cyclura pinguis,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Cyclura,4964.89,,,3.2,3.2,3.2,False,18.991,24.2731,0.1685,0.1318,B,
nan,Garcialebias viarius,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias,4.828,,,0.46,0.46,0.46,False,5.1446,3.4938,0.0894,0.1317,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Malayan Weasel,Mustela nudipes,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,569.42,,,1.1667,1.1667,1.1667,False,12.6315,8.9039,0.0924,0.131,B,
Black-tailed Hairy Dwarf Porcupine,Sphiggurus melanurus,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Sphiggurus,1449.16,,,1.4167,1.4167,1.4167,False,15.0607,10.8863,0.0941,0.1301,B,
Namib Rock Agama,Agama planiceps,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,74.65,,,1.3,1.3,1.3,False,8.6158,10.0027,0.1509,0.13,B,
-999,Agama turuensis,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,74.65,,,1.3,1.3,1.3,False,8.6158,10.0027,0.1509,0.13,B,
Loring's Thallomys,Thallomys loringi,Animalia,Chordata,Mammalia,Rodentia,Muridae,Thallomys,124.595,,,0.8333,0.8333,0.8333,False,9.4883,6.4206,0.0878,0.1298,B,
Black-tailed Thallomys,Thallomys nigricauda,Animalia,Chordata,Mammalia,Rodentia,Muridae,Thallomys,124.595,,,0.8333,0.8333,0.8333,False,9.4883,6.4206,0.0878,0.1298,B,
Shortridge's Thallomys,Thallomys shortridgei,Animalia,Chordata,Mammalia,Rodentia,Muridae,Thallomys,124.595,,,0.8333,0.8333,0.8333,False,9.4883,6.4206,0.0878,0.1298,B,
Stump-tailed Porcupine,Echinoprocta rufescens,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Echinoprocta,831.79,,,1.25,1.25,1.25,False,13.5658,9.6605,0.0921,0.1294,B,
Red Veld Aethomys,Aethomys chrysophilus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Aethomys,79.7,,,0.75,0.75,0.75,False,8.7226,5.832,0.086,0.1286,B,
Tete Veld Aethomys,Aethomys ineptus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Aethomys,80.85,,,0.75,0.75,0.75,False,8.7462,5.85,0.0858,0.1282,B,
Highveld Gerbil,Gerbilliscus brantsii,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbilliscus,82.205,,,0.75,0.75,0.75,False,8.7736,5.871,0.0855,0.1277,B,
Least Gerbil,Gerbillus pusillus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,12.575,,,0.5,0.5,0.5,False,6.1608,3.9197,0.0812,0.1276,B,
Elmenteita Rock Agama,Agama caudospinosa,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,82.1,,,1.3,1.3,1.3,False,8.7715,10.2057,0.1482,0.1274,B,
Jordan Short-fingered Gecko,Stenodactylus grandiceps,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Stenodactylus,4.4,,,0.7,0.7,0.7,False,5.0555,5.5007,0.1385,0.1273,B,
-999,Stenodactylus mauritanicus,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Stenodactylus,4.4,,,0.7,0.7,0.7,False,5.0555,5.5007,0.1385,0.1273,B,
"Elegant gecko, Lichtenstein's Short-fingered Gecko",Stenodactylus sthenodactylus,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Stenodactylus,4.4,,,0.7,0.7,0.7,False,5.0555,5.5007,0.1385,0.1273,B,
Labord's chameleon,Furcifer labordi,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Furcifer,25.0,0.6,1.0,,0.8,1.0,False,7.0119,7.9391,0.1426,0.126,A,Shortest lifespan of any tetrapod; most of life spent as an egg
Gillbacker sea catfish,Sciades parkeri,Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae,Sciades,50000.0,4.0,,,4.0,4.0,False,29.3378,32.0645,0.1363,0.1247,C,
Rajah Sundaic Maxomys,Maxomys rajah,Animalia,Chordata,Mammalia,Rodentia,Muridae,Maxomys,150.0,,,0.8333,0.8333,0.8333,False,9.8257,6.6821,0.0848,0.1247,B,
Russet Ground Squirrel,Spermophilus major,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,537.43,,,1.0833,1.0833,1.0833,False,12.4947,8.7938,0.0867,0.1232,B,
Ungava Collared Lemming,Dicrostonyx hudsonius,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Dicrostonyx,57.0,,,0.6667,0.6667,0.6667,False,8.1891,5.4261,0.0814,0.1229,B,
-999,Agama africana,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,100.0,,,1.3,1.3,1.3,False,9.1034,10.6398,0.1428,0.1222,B,
"Common Agama, Rainbow Lizard, Red-headed agama",Agama agama,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,100.0,,,1.3,1.3,1.3,False,9.1034,10.6398,0.1428,0.1222,B,
-999,Agama boensis,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,100.0,,,1.3,1.3,1.3,False,9.1034,10.6398,0.1428,0.1222,B,
"Benoue Agama, Doria's Agama, Nigeria Agama",Agama doriae,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,100.0,,,1.3,1.3,1.3,False,9.1034,10.6398,0.1428,0.1222,B,
-999,Agama kaimosae,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,100.0,,,1.3,1.3,1.3,False,9.1034,10.6398,0.1428,0.1222,B,
-999,Agama lionotus,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,100.0,,,1.3,1.3,1.3,False,9.1034,10.6398,0.1428,0.1222,B,
Mwanza flat-headed agama,Agama mwanzae,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,100.0,,,1.3,1.3,1.3,False,9.1034,10.6398,0.1428,0.1222,B,
Gray's (Spiny) Agama,Agama spinosa,Animalia,Chordata,Reptilia,Squamata,Agamidae,Agama,100.0,,,1.3,1.3,1.3,False,9.1034,10.6398,0.1428,0.1222,B,
Toli shad,Tenualosa toli,Animalia,Chordata,Actinopterygii,Clupeiformes,Dorosomatidae,Tenualosa,3106.48,2.0,,,2.0,2.0,False,17.3861,16.4699,0.115,0.1214,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Hawaiian ruby cardinalfish,Apogon erythrinus,Animalia,Chordata,Actinopterygii,Kurtiformes,Apogonidae,Apogon,1.8888,,,0.33,0.33,0.33,False,4.3113,2.7898,0.0765,0.1183,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Tripletail,Lobotes surinamensis,Animalia,Chordata,Actinopterygii,Acanthuriformes,Lobotidae,Lobotes,19200.0,,,3.0,3.0,3.0,False,24.4994,25.4894,0.1225,0.1177,C,
Eastern Mole Vole,Ellobius tancrei,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Ellobius,39.0,,,0.5833,0.5833,0.5833,False,7.6243,5.0006,0.0765,0.1167,B,
Dusky-footed Woodrat,Neotoma fuscipes,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,213.26,,,0.8333,0.8333,0.8333,False,10.4988,7.2077,0.0794,0.1156,B,
Big-eared Woodrat,Neotoma macrotis,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,219.5,,,0.8333,0.8333,0.8333,False,10.5559,7.2526,0.0789,0.1149,B,
Egyptian Catsnake,Telescopus obtusus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Telescopus,2666.0,,,2.4,2.4,2.4,False,16.8926,21.2857,0.1421,0.1128,B,
Bruijn's Pogonomelomys,Pogonomelomys bruijni,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pogonomelomys,159.22,,,0.75,0.75,0.75,False,9.9367,6.7685,0.0755,0.1108,B,
Silver-stripe round herring,Spratelloides gracilis,Animalia,Chordata,Actinopterygii,Clupeiformes,Spratelloididae,Spratelloides,14.2718,,,0.5,0.5,0.5,False,6.3094,4.5306,0.0792,0.1104,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Turniptail Gecko,Thecadactylus rapicauda,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Thecadactylus,29.2,,,0.9,0.9,0.9,False,7.2199,8.2038,0.1247,0.1097,B,
Giant Pacific octopus,Enteroctopus dofleini,Animalia,Mollusca,Cephalopoda,Octopoda,Enteroctopodidae,Enteroctopus,15000.0,5.0,5.0,,5.0,5.0,False,23.3866,46.0005,0.2138,0.1087,A,Semelparous; strikingly low for its mass and brain
Silver seatrout,Cynoscion nothus,Animalia,Chordata,Actinopterygii,Eupercaria/misc,Sciaenidae,Cynoscion,594.937,1.2,,,1.2,1.2,False,12.7362,11.0811,0.0942,0.1083,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Hildegarde's Zelotomys,Zelotomys hildegardeae,Animalia,Chordata,Mammalia,Rodentia,Muridae,Zelotomys,55.22,,,0.5833,0.5833,0.5833,False,8.1403,5.3892,0.0717,0.1082,B,
Alston's Cotton Rat,Sigmodon alstoni,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,55.7,,,0.5833,0.5833,0.5833,False,8.1536,5.3992,0.0715,0.108,B,
Fourwing flyingfish,Hirundichthys affinis,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,Hirundichthys,302.501,1.0,,,1.0,1.0,False,11.2131,9.4222,0.0892,0.1061,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Smooth Snake,Coronella austriaca,Animalia,Chordata,Reptilia,Squamata,Colubridae,Coronella,196.0,,,1.3,1.3,1.3,False,10.3332,12.2648,0.1258,0.106,B,
Atlantic sailfish,Istiophorus albicans,Animalia,Chordata,Actinopterygii,Carangiformes,Istiophoridae,Istiophorus,58100.0,3.5,,,3.5,3.5,False,30.1791,33.2398,0.116,0.1053,C,
New Guinean Planigale,Planigale novaeguineae,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Planigale,14.9,,,0.4167,0.4167,0.4167,False,6.3608,4.0654,0.0655,0.1025,B,
Thick-spined Porcupine,Hystrix crassispinis,Animalia,Chordata,Mammalia,Rodentia,Hystricidae,Hystrix,4584.6,,,1.4167,1.4167,1.4167,False,18.7082,13.9481,0.0757,0.1016,B,
Hun Shrew,Crocidura attila,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,17.1,,,0.4167,0.4167,0.4167,False,6.5279,4.1877,0.0638,0.0995,B,
Nigerian Shrew,Crocidura nigeriae,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,17.1,,,0.4167,0.4167,0.4167,False,6.5279,4.1877,0.0638,0.0995,B,
Fraser's Musk Shrew,Crocidura poensis,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,17.1,,,0.4167,0.4167,0.4167,False,6.5279,4.1877,0.0638,0.0995,B,
Bailey's Shrew,Crocidura baileyi,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,17.2,,,0.4167,0.4167,0.4167,False,6.5351,4.1929,0.0638,0.0994,B,
nan,Acanthogobius hasta,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Acanthogobius,400.0,1.0,,,1.0,1.0,False,11.8188,10.075,0.0846,0.0993,C,
Lewis' round herring,Spratelloides lewisi,Animalia,Chordata,Actinopterygii,Clupeiformes,Spratelloididae,Spratelloides,2.72,,,0.3,0.3,0.3,False,4.6177,3.0447,0.065,0.0985,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Lichtenstein's Hartebeest,Alcelaphus lichtensteinii,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Alcelaphus,160848.0,,,2.9083,2.9083,2.9083,False,36.5578,29.9918,0.0796,0.097,B,
Tamaulipan Woodrat,Neotoma angustapalata,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,203.0,,,0.6667,0.6667,0.6667,False,10.4017,7.1317,0.0641,0.0935,B,
Nicaraguan Woodrat,Neotoma chrysomelas,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,203.0,,,0.6667,0.6667,0.6667,False,10.4017,7.1317,0.0641,0.0935,B,
Mexican Woodrat,Neotoma mexicana,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,203.0,,,0.6667,0.6667,0.6667,False,10.4017,7.1317,0.0641,0.0935,B,
Giant Forest Genet,Genetta victoriae,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Genetta,2743.69,,,1.1667,1.1667,1.1667,False,16.9842,12.4892,0.0687,0.0934,B,
House cricket,Acheta domesticus,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Acheta,0.5,0.25,0.3,,0.275,0.3,False,3.3567,3.2839,0.0894,0.0914,B,
Common cuttlefish,Sepia officinalis,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,1000.0,2.0,2.0,,2.0,2.0,False,14.0445,22.9944,0.1424,0.087,A,
Fawn Hopping Mouse,Notomys cervinus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Notomys,34.2,,,0.4167,0.4167,0.4167,False,7.4381,4.8613,0.056,0.0857,B,
Bumpnose trevally,Atropus hedlandensis,Animalia,Chordata,Actinopterygii,Carangiformes,Carangidae,Atropus,741.288,,,1.0,1.0,1.0,False,13.2747,11.6812,0.0753,0.0856,C,"mass estimated from maximum length by FishBase's length-weight relationship, not weighed"
Rufous-naped Tit,Periparus rufonuchalis,Animalia,Chordata,Aves,Passeriformes,Paridae,Periparus,12.6,,,0.75,0.75,0.75,False,6.1631,8.7748,0.1217,0.0855,C,"demoted to C: 12x below its group's fit, past 3 sd"
Pygmy goby,Eviota sigillata,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Eviota,0.3862,0.16,,,0.16,0.16,False,3.1973,1.9067,0.05,0.0839,C,"demoted to C: 12x below its group's fit, past 3 sd"
Guiara,Euryzygomatomys spinosus,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Euryzygomatomys,187.49,,,0.5833,0.5833,0.5833,False,10.2472,7.0107,0.0569,0.0832,B,
Lesser Red Musk Shrew,Crocidura hirta,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,14.735,,,0.3333,0.3333,0.3333,False,6.3475,4.0557,0.0525,0.0822,B,
Eastern Montpellier Snake,Malpolon insignitus,Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Malpolon,3113.0,,,1.8,1.8,1.8,False,17.393,21.9941,0.1035,0.0818,C,"demoted to C: 12x below its group's fit, past 3 sd"
Montpellier Snake,Malpolon monspessulanus,Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Malpolon,3113.0,,,1.8,1.8,1.8,False,17.393,21.9941,0.1035,0.0818,C,"demoted to C: 12x below its group's fit, past 3 sd"
Ugandan Musk Shrew,Crocidura mutesae,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,15.8,,,0.3333,0.3333,0.3333,False,6.4314,4.117,0.0518,0.081,B,
Bolivian Laucha,Calomys boliviae,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Calomys,48.0,,,0.4167,0.4167,0.4167,False,7.9283,5.2291,0.0526,0.0797,B,
Eastern Hare-wallaby,Lagorchestes leporides,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Lagorchestes,3000.0,,,1.0,1.0,1.0,False,17.2723,12.7315,0.0579,0.0785,B,
Brants's Whistling Rat,Parotomys brantsii,Animalia,Chordata,Mammalia,Rodentia,Muridae,Parotomys,120.0,,,0.5,0.5,0.5,False,9.4214,6.3688,0.0531,0.0785,B,
Short-tailed Zygodont,Zygodontomys brevicauda,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Zygodontomys,55.11,,,0.4167,0.4167,0.4167,False,8.1372,5.3869,0.0512,0.0773,B,
Bicolored Musk Shrew,Crocidura fuscomurina,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,5.3,,,0.25,0.25,0.25,False,5.2358,3.2546,0.0477,0.0768,B,
Brown Zygodont,Zygodontomys brunneus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Zygodontomys,58.0,,,0.4167,0.4167,0.4167,False,8.2159,5.4465,0.0507,0.0765,B,
Sundaic Mountain Leopoldamys,Leopoldamys ciliatus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Leopoldamys,308.82,,,0.5833,0.5833,0.5833,False,11.2568,7.8055,0.0518,0.0747,B,
Edward's Leopoldamys,Leopoldamys edwardsi,Animalia,Chordata,Mammalia,Rodentia,Muridae,Leopoldamys,308.82,,,0.5833,0.5833,0.5833,False,11.2568,7.8055,0.0518,0.0747,B,
Millet's Leopoldamys,Leopoldamys milleti,Animalia,Chordata,Mammalia,Rodentia,Muridae,Leopoldamys,308.82,,,0.5833,0.5833,0.5833,False,11.2568,7.8055,0.0518,0.0747,B,
Boehm's Bush Squirrel,Paraxerus boehmi,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Paraxerus,70.24,,,0.4167,0.4167,0.4167,False,8.5176,5.6756,0.0489,0.0734,B,
Lesser Naked Bat,Cheiromeles parvidens,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Cheiromeles,169.43,,,0.5,0.5,0.5,False,10.0536,6.8596,0.0497,0.0729,B,
Greater Naked Bat,Cheiromeles torquatus,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Cheiromeles,169.43,,,0.5,0.5,0.5,False,10.0536,6.8596,0.0497,0.0729,B,
Western Cave Bat,Vespadelus caurinus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Vespadelus,6.79,,,0.25,0.25,0.25,False,5.4858,3.4329,0.0456,0.0728,B,
Meller's Chameleon,Trioceros melleri,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Trioceros,344.5,,,1.0,1.0,1.0,False,11.491,13.8163,0.087,0.0724,C,"demoted to C: 13x below its group's fit, past 3 sd"
Russet-tailed thrush,Zoothera heinei,Animalia,Chordata,Aves,Passeriformes,Turdidae,Zoothera,111.0,1.0,,,1.0,1.0,False,9.2841,14.0329,0.1077,0.0713,C,"demoted to C: 14x below its group's fit, past 3 sd"
Honey bee worker,Apis mellifera,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,0.09,0.15,0.15,,0.15,0.15,False,2.4304,2.1169,0.0617,0.0709,A,Summer worker; caste not genes sets the lifespan
Greater Long-nosed Armadillo,Dasypus kappleri,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,9926.42,,,1.1667,1.1667,1.1667,False,21.6374,16.4705,0.0539,0.0708,B,
Moon jellyfish,Aurelia aurita,Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Aurelia,150.0,1.0,1.0,,1.0,1.0,False,9.8257,14.1468,0.1018,0.0707,B,Medusa stage only
Mountain Sundamys,Sundamys infraluteus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Sundamys,418.5,,,0.5833,0.5833,0.5833,False,11.9198,8.333,0.0489,0.07,B,
Lesser Cane Rat,Thryonomys gregorianus,Animalia,Chordata,Mammalia,Rodentia,Thryonomyidae,Thryonomys,2293.57,,,0.8333,0.8333,0.8333,False,16.4207,12.0168,0.0507,0.0693,B,
Toolache Wallaby,Macropus greyi,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus,10000.0,,,1.0833,1.0833,1.0833,False,21.6675,16.4967,0.05,0.0657,B,
Longfin inshore squid,Doryteuthis pealeii,Animalia,Mollusca,Cephalopoda,Myopsida,Loliginidae,Doryteuthis,200.0,1.0,1.0,,1.0,1.0,False,10.3726,15.2282,0.0964,0.0657,A,
Common octopus,Octopus vulgaris,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,3000.0,2.0,2.0,,2.0,2.0,False,17.2723,30.4642,0.1158,0.0657,A,
Dwarf Gymnure,Hylomys parvus,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Hylomys,57.8,,,0.3333,0.3333,0.3333,False,8.2106,5.4424,0.0406,0.0612,C,"demoted to C: 15x below its group's fit, past 3 sd"
Short-tailed Gymnure,Hylomys suillus,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Hylomys,57.8,,,0.3333,0.3333,0.3333,False,8.2106,5.4424,0.0406,0.0612,C,"demoted to C: 15x below its group's fit, past 3 sd"
Forrest's Leggadina,Leggadina forresti,Animalia,Chordata,Mammalia,Rodentia,Muridae,Leggadina,21.94,,,0.25,0.25,0.25,False,6.8416,4.4184,0.0365,0.0566,C,"demoted to C: 17x below its group's fit, past 3 sd"
Common wasp,Vespula vulgaris,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,0.08,0.1,0.1,,0.1,0.1,False,2.3771,2.054,0.0421,0.0487,B,Worker
Dwarf Fat-tailed Jerboa,Pygeretmus pumilio,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Pygeretmus,52.285,,,0.25,0.25,0.25,False,8.057,5.3262,0.031,0.0469,C,"demoted to C: 20x below its group's fit, past 3 sd"
Sri Lankan Vandeleuria,Vandeleuria nolthenii,Animalia,Chordata,Mammalia,Rodentia,Muridae,Vandeleuria,56.6,,,0.25,0.25,0.25,False,8.1782,5.4179,0.0306,0.0461,C,"demoted to C: 20x below its group's fit, past 3 sd"
Caribbean Spiny Pocket Mouse,Heteromys anomalus,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Heteromys,69.3,,,0.25,0.25,0.25,False,8.496,5.6591,0.0294,0.0442,C,"demoted to C: 21x below its group's fit, past 3 sd"
Cairo Blind Snake,Myriopholis cairi,Animalia,Chordata,Reptilia,Squamata,Leptotyphlopidae,Myriopholis,2.0,,,0.2,0.2,0.2,False,4.358,4.6569,0.0459,0.0429,C,"demoted to C: 22x below its group's fit, past 3 sd"
Eastern Hyomys,Hyomys goliath,Animalia,Chordata,Mammalia,Rodentia,Muridae,Hyomys,874.37,,,0.4167,0.4167,0.4167,False,13.6939,9.7648,0.0304,0.0427,C,"demoted to C: 23x below its group's fit, past 3 sd"
Long-tailed Marmot,Marmota caudata,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Marmota,4225.0,,,0.5833,0.5833,0.5833,False,18.4226,13.705,0.0317,0.0426,C,"demoted to C: 23x below its group's fit, past 3 sd"
