common_name,scientific_name,kingdom,phylum,class,order,family,genus,mass_g,wild_yr,captive_yr,colonial,quality,note
Muli Pika,Ochotona muliensis,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,336.26,2.575,,no,B,
Nubra Pika,Ochotona nubrica,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,121.275,4,,no,B,
American pika,Ochotona princeps,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,150,7,7,no,B,
Steppe Pika,Ochotona pusilla,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,142.5,4,,no,B,
Royle's Pika,Ochotona roylei,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,187.5,2.08333,,no,B,
Afghan Pika,Ochotona rufescens,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,250,3.325,,no,B,
Turkestan Red Pika,Ochotona rutila,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,260.07,2.575,,no,B,
Turuchan Pika,Ochotona turuchanensis,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,135,9.4,,no,B,
Golden mouse,Ochrotomys nuttalli,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Ochrotomys,22,,8.4,no,B,
Degu,Octodon degus,Animalia,Chordata,Mammalia,Rodentia,Octodontidae,Octodon,235,,14,no,B,
Moon-toothed Degu,Octodon lunatus,Animalia,Chordata,Mammalia,Rodentia,Octodontidae,Octodon,186.875,2.575,,no,B,
Mountain Degu,Octodontomys gliroides,Animalia,Chordata,Mammalia,Rodentia,Octodontidae,Octodontomys,155.77,7.56667,,no,B,
Walrus,Odobenus rosmarus,Animalia,Chordata,Mammalia,Carnivora,Odobenidae,Odobenus,1e+06,40,40,no,B,
Mule deer,Odocoileus hemionus,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,57000,,22,no,B,
White-tailed deer,Odocoileus virginianus,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,70000,16,23,no,B,
Common Oenomys,Oenomys hypoxanthus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Oenomys,87.67,2.325,,no,B,
West African Oenomys,Oenomys ornatus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Oenomys,85.5,2.325,,no,B,
Okapi,Okapia johnstoni,Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Okapia,250000,20,33,no,B,
Tschudi's Colilargo,Oligoryzomys destructor,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oligoryzomys,27.645,2.825,,no,B,
Long-tailed Colilargo,Oligoryzomys longicaudatus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oligoryzomys,27.75,2.825,,no,B,
Patagonian Colilargo,Oligoryzomys magellanicus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oligoryzomys,27.645,2.825,,no,B,
Ross Seal,Ommatophoca rossii,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Ommatophoca,197959,21,,no,B,
Muskrat,Ondatra zibethicus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Ondatra,1200,4,10,no,B,
"Bridled nail-tail wallaby, or Ridled nail-tailed wallaby",Onychogalea fraenata,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Onychogalea,5500,,7.4,no,B,
Crescent Nail-tail Wallaby,Onychogalea lunata,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Onychogalea,3499.99,0.5,,no,B,
Northern nail-tailed wallaby,Onychogalea unguifera,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Onychogalea,5800,,5.5,no,B,
Chihuahuan Grasshopper Mouse,Onychomys arenicola,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Onychomys,24.96,5.6,,no,B,
Northern grasshopper mouse,Onychomys leucogaster,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Onychomys,32.5,,5.6,no,B,
Southern grasshopper mouse,Onychomys torridus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Onychomys,22,,4.6,no,B,
Irrawaddy dolphin,Orcaella brevirostris,Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Orcaella,190000,30,,no,B,
Killer whale,Orcinus orca,Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Orcinus,5e+06,90,50,no,A,Wild maximum is female; captive maxima markedly lower
Mountain goat,Oreamnos americanus,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oreamnos,90000,,20.8,no,B,
Yellow-tailed Woolly Monkey,Oreonax flavicauda,Animalia,Chordata,Mammalia,Primates,Atelidae,Oreonax,8229.12,6.98333,,no,B,
Klipspringer,Oreotragus oreotragus,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oreotragus,12000,,25.9,no,B,
Platypus,Ornithorhynchus anatinus,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus,1700,21,23,no,B,
Aardvark,Orycteropus afer,Animalia,Chordata,Mammalia,Tubulidentata,Orycteropodidae,Orycteropus,60000,18,24,no,C,
European rabbit,Oryctolagus cuniculus,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,1600,9,18,no,B,
Beisa,Oryx beisa,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oryx,103750,23.9,,no,B,
Scimitar-horned oryx,Oryx dammah,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oryx,177500,,27.5,no,A,
Gemsbok,Oryx gazella,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oryx,200000,18,20,no,B,
Arabian oryx,Oryx leucoryx,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oryx,121350,,20.8,no,A,
Coues' Oryzomys,Oryzomys couesi,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,53.26,2.375,,no,B,
Emmons' Oryzomys,Oryzomys emmonsae,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,22.65,8,,no,B,
Galapagos Oryzomys,Oryzomys galapagoensis,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,63.51,1.66667,,no,B,
Atlantic Forest Oryzomys,Oryzomys laticeps,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,50.825,3.99167,,no,B,
Azara's Broad-headed Oryzomys,Oryzomys megacephalus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,50.825,3.99167,,no,B,
Elegant Oryzomys,Oryzomys nitidus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,51.63,3.99167,,no,B,
Marsh Oryzomys,Oryzomys palustris,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,50.465,2.375,,no,B,
Western Amazonian Oryzomys,Oryzomys perenensis,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oryzomys,50.825,3.99167,,no,B,
Red kangaroo,Osphranter rufus,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Osphranter,55000,22,25,no,B,
Southern sea lion,Otaria flavescens,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Otaria,207500,,29,no,B,
Bat-eared fox,Otocyon megalotis,Animalia,Chordata,Mammalia,Carnivora,Canidae,Otocyon,4150,,17,no,B,
"Brown greater galago, or Greater galago",Otolemur crassicaudatus,Animalia,Chordata,Mammalia,Primates,Galagidae,Otolemur,1094.5,,22.7,no,B,
Small-eared galago,Otolemur garnettii,Animalia,Chordata,Mammalia,Primates,Galagidae,Otolemur,1300,,20,no,B,
Silvery Greater Galago,Otolemur monteiri,Animalia,Chordata,Mammalia,Primates,Galagidae,Otolemur,1094.5,22.7,,no,B,
Angolan Vlei Rat,Otomys anchietae,Animalia,Chordata,Mammalia,Rodentia,Muridae,Otomys,114.45,1.83333,,no,B,
Angoni Vlei Rat,Otomys angoniensis,Animalia,Chordata,Mammalia,Rodentia,Muridae,Otomys,114.45,1.83333,,no,B,
Barbour's Vlei Rat,Otomys barbouri,Animalia,Chordata,Mammalia,Rodentia,Muridae,Otomys,114.45,1.83333,,no,B,
Burton's Vlei Rat,Otomys burtoni,Animalia,Chordata,Mammalia,Rodentia,Muridae,Otomys,114.45,1.83333,,no,B,
Cuanza Vlei Rat,Otomys cuanzensis,Animalia,Chordata,Mammalia,Rodentia,Muridae,Otomys,130.65,1.83333,,no,B,
Dollman's Vlei Rat,Otomys dollmani,Animalia,Chordata,Mammalia,Rodentia,Muridae,Otomys,114.45,1.83333,,no,B,
Southern African Vlei Rat,Otomys irroratus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Otomys,114.45,1.83333,,no,B,
Tanzanian Vlei Rat,Otomys lacustris,Animalia,Chordata,Mammalia,Rodentia,Muridae,Otomys,114.45,1.83333,,no,B,
KwaZulu Vlei Rat,Otomys laminatus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Otomys,130.65,1.83333,,no,B,
Okavango Vlei Rat,Otomys maximus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Otomys,130.65,1.83333,,no,B,
Afroalpine Vlei Rat,Otomys orestes,Animalia,Chordata,Mammalia,Rodentia,Muridae,Otomys,114.45,1.83333,,no,B,
Saunders' Vlei Rat,Otomys saundersiae,Animalia,Chordata,Mammalia,Rodentia,Muridae,Otomys,114.45,1.83333,,no,B,
East African Vlei Rat,Otomys tropicalis,Animalia,Chordata,Mammalia,Rodentia,Muridae,Otomys,114.45,1.83333,,no,B,
Rock squirrel,Otospermophilus variegatus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Otospermophilus,663,,9.8,no,B,
Big-eared Climbing Rat,Ototylomys phyllotis,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Ototylomys,93.97,1.83333,,no,B,
Oribi,Ourebia ourebi,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ourebia,17000,,15.9,no,B,
Muskox,Ovibos moschatus,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovibos,315000,,27.4,no,B,
Argali,Ovis ammon,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,160000,,16.8,no,B,
Domestic sheep,Ovis aries,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,60000,,22,no,B,
Bighorn sheep,Ovis canadensis,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,70275,,20.6,no,B,
Dall's sheep,Ovis dalli,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,73100,,19.6,no,B,
Snow Sheep,Ovis nivicola,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,69125,24,,no,B,
Atlantic Forest Hocicudo,Oxymycterus dasytrichus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oxymycterus,83.755,3.075,,no,B,
Hispid Hocicudo,Oxymycterus hispidus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oxymycterus,82.01,3.075,,no,B,
Cook's Hocicudo,Oxymycterus josei,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oxymycterus,83.755,3.075,,no,B,
Long-nosed Hocicudo,Oxymycterus nasutus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oxymycterus,82.01,3.075,,no,B,
Quaestor Hocicudo,Oxymycterus quaestor,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oxymycterus,82.01,3.075,,no,B,
Robert's Hocicudo,Oxymycterus roberti,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oxymycterus,83.605,3.075,,no,B,
Rufous Hocicudo,Oxymycterus rufus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oxymycterus,83.755,3.075,,no,B,
Pampas deer,Ozotoceros bezoarticus,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Ozotoceros,32500,,21.9,no,B,
Fat-tailed gerbil,Pachyuromys duprasi,Animalia,Chordata,Mammalia,Rodentia,Muridae,Pachyuromys,40,,8.3,no,B,
Harp Seal,Pagophilus groenlandicus,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Pagophilus,141125,42,,no,B,
Masked palm civet,Paguma larvata,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Paguma,4300,,27.4,no,B,
Bonobo,Pan paniscus,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,39000,40,55,no,B,
Chimpanzee,Pan troglodytes,Animalia,Chordata,Mammalia,Primates,Hominidae,Pan,45000,53,63,no,A,
Lion,Panthera leo,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,175000,16,30,no,A,
Jaguar,Panthera onca,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,85000,15,32,no,B,
Leopard,Panthera pardus,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,60000,17,27,no,B,
Tiger,Panthera tigris,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,200000,16,26,no,A,
Snow leopard,Panthera uncia,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,40000,15,25,no,B,
Olive baboon,Papio anubis,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,24000,25,45,no,B,
Yellow Baboon,Papio cynocephalus,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,17851.2,45,,no,B,
Hamadryas baboon,Papio hamadryas,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,18000,,37.5,no,A,
Guinea Baboon,Papio papio,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,18000,45,,no,B,
Chacma Baboon,Papio ursinus,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Papio,17729.4,45,,no,B,
Asian palm civet,Paradoxurus hermaphroditus,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Paradoxurus,3100,,24.5,no,B,
Jerdon's Palm Civet,Paradoxurus jerdoni,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Paradoxurus,3530.33,12,,no,B,
Golden Palm Civet,Paradoxurus zeylonensis,Animalia,Chordata,Mammalia,Carnivora,Viverridae,Paradoxurus,2600.65,17.7167,,no,B,
Desert hedgehog,Paraechinus aethiopicus,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Paraechinus,188,,6.3,no,B,
Brandt's hedgehog,Paraechinus hypomelas,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Paraechinus,292,,7,no,B,
Indian Hedgehog,Paraechinus micropus,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Paraechinus,171,3.74167,,no,B,
Southern dibbler,Parantechinus apicalis,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Parantechinus,70,,5.5,no,B,
Hairy-tailed Mole,Parascalops breweri,Animalia,Chordata,Mammalia,Eulipotyphla,Talpidae,Parascalops,50.645,5,,no,B,
Boehm's Bush Squirrel,Paraxerus boehmi,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Paraxerus,70.24,0.416667,,no,B,
Smith's Bush Squirrel,Paraxerus cepapi,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Paraxerus,222.85,9.56667,,no,B,
Ochre Bush Squirrel,Paraxerus ochraceus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Paraxerus,104.3,3.24167,,no,B,
Red Bush Squirrel,Paraxerus palliatus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Paraxerus,295,2.575,,no,B,
Green Bush Squirrel,Paraxerus poensis,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Paraxerus,117,7.23333,,no,B,
Marbled Cat,Pardofelis marmorata,Animalia,Chordata,Mammalia,Carnivora,Felidae,Pardofelis,47362.5,27.3,,no,B,
Brants's Whistling Rat,Parotomys brantsii,Animalia,Chordata,Mammalia,Rodentia,Muridae,Parotomys,120,0.5,,no,B,
Collared peccary,Pecari tajacu,Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae,Pecari,20200,,31.5,no,A,
Speke's Pectinator,Pectinator spekei,Animalia,Chordata,Mammalia,Rodentia,Ctenodactylidae,Pectinator,169.7,10,,no,B,
"South African springhare, or Springhare",Pedetes capensis,Animalia,Chordata,Mammalia,Rodentia,Pedetidae,Pedetes,3500,,20,no,B,
East African Spring Hare,Pedetes surdaster,Animalia,Chordata,Mammalia,Rodentia,Pedetidae,Pedetes,2774.62,20.0417,,no,B,
Vaal Rhebok,Pelea capreolus,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Pelea,23865.7,12.3333,,no,B,
Amami Rabbit,Pentalagus furnessi,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Pentalagus,2295.21,12.475,,no,B,
Melon-headed whale,Peponocephala electra,Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Peponocephala,206000,47,,no,B,
Western barred bandicoot,Perameles bougainville,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,226,,5.8,no,B,
Eastern barred bandicoot,Perameles gunnii,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,766,,6.1,no,B,
Long-nosed bandicoot,Perameles nasuta,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles,859,,5.6,no,B,
Eastern pipistrelle,Perimyotis subflavus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Perimyotis,7.5,14.8,,no,B,
Potto,Perodicticus potto,Animalia,Chordata,Mammalia,Primates,Lorisidae,Perodicticus,919.9,,32.4,no,B,
Arizona pocket mouse,Perognathus amplus,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,11.7,,5.9,no,B,
Plains Pocket Mouse,Perognathus flavescens,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,9.105,5,,no,B,
Silky Pocket Mouse,Perognathus flavus,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,7.97,5,,no,B,
San Joaquin Pocket Mouse,Perognathus inornatus,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,8.575,8.33333,,no,B,
Little pocket mouse,Perognathus longimembris,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,8,,8.3,no,B,
Merriam's Pocket Mouse,Perognathus merriami,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,7.47,4,,no,B,
Great Basin pocket mouse,Perognathus parvus,Animalia,Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,20.1,,5.8,no,B,
Texas Deermouse,Peromyscus attwateri,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,28.3,5.4,,no,B,
Aztec Deermouse,Peromyscus aztecus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,26.3,1.5,,no,B,
Orizaba Deermouse,Peromyscus beatae,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,23.9,1.5,,no,B,
Brush Deermouse,Peromyscus boylii,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,23.9,1.5,,no,B,
Perote Deermouse,Peromyscus bullatus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,33.05,5.4,,no,B,
California mouse,Peromyscus californicus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,42,,5.5,no,B,
Monserrat Island Deermouse,Peromyscus caniceps,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,22,7.4,,no,B,
Canyon mouse,Peromyscus crinitus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,16.5,,7.7,no,B,
Dickey's Deermouse,Peromyscus dickeyi,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,22.365,7.4,,no,B,
Southern Rock Deermouse,Peromyscus difficilis,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,28,5.4,,no,B,
Cactus mouse,Peromyscus eremicus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,25,,7.4,no,B,
Southern Baja Deermouse,Peromyscus eva,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,21.99,7.4,,no,B,
Northern Baja Deermouse,Peromyscus fraterculus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,21.75,7.4,,no,B,
Cotton Deermouse,Peromyscus gossypinus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,22.65,8,,no,B,
Saxicoline Deermouse,Peromyscus gratus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,27.35,5.4,,no,B,
La Guarda Deermouse,Peromyscus guardia,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,21.75,7.4,,no,B,
Guatemalan deer mouse,Peromyscus guatemalensis,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,40,,5.7,no,B,
Transvolcanic Deermouse,Peromyscus hylocetes,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,26.3,1.5,,no,B,
San Lorenzo Deermouse,Peromyscus interparietalis,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,21.75,7.4,,no,B,
Northwestern Deermouse,Peromyscus keeni,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,22.05,8.33333,,no,B,
White-footed mouse,Peromyscus leucopus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,22,3,8.2,no,A,
Nimble-footed Deermouse,Peromyscus levipes,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,23.9,1.5,,no,B,
Tres Marias Deermouse,Peromyscus madrensis,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,23.9,1.5,,no,B,
Deer mouse,Peromyscus maniculatus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,20.5,,8.3,no,B,
Black-eared Deermouse,Peromyscus melanotis,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,21.4,8.33333,,no,B,
Merriam's Deermouse,Peromyscus merriami,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,22,7.4,,no,B,
Northern Rock Deermouse,Peromyscus nasutus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,28,5.4,,no,B,
White-ankled Deermouse,Peromyscus pectoralis,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,33,5.4,,no,B,
Pemberton's Deermouse,Peromyscus pembertoni,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,21.75,7.4,,no,B,
Oldfield mouse,Peromyscus polionotus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,14,,5.5,no,B,
Chihuahuan Deermouse,Peromyscus polius,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,26.3,1.5,,no,B,
Coronados Deermouse,Peromyscus pseudocrinitus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,21.5,7.4,,no,B,
Michoacan Deermouse,Peromyscus sagax,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,23.9,1.5,,no,B,
Santa Cruz Deermouse,Peromyscus sejugis,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,20.95,8.33333,,no,B,
Sinaloan Deermouse,Peromyscus simulus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,26.3,1.5,,no,B,
Catalina Deermouse,Peromyscus slevini,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,20.5,8.33333,,no,B,
Gleaning Deermouse,Peromyscus spicilegus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,28.7,1.5,,no,B,
San Esteban Deermouse,Peromyscus stephani,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,23.9,1.5,,no,B,
Pinyon mouse,Peromyscus truei,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,25,,5.4,no,B,
Coalcoman Deermouse,Peromyscus winkelmanni,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,28.7,1.5,,no,B,
Lesser Dog-like Bat,Peropteryx macrotis,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Peropteryx,230.99,19.4,,no,B,
Trinidad Dog-like Bat,Peropteryx trinitatis,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Peropteryx,5.68,19.4,,no,B,
Raffray's bandicoot,Peroryctes raffrayana,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Peroryctes,675,,3.2,no,C,
Red and white giant flying squirrel,Petaurista alborufus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petaurista,1700,,21.4,no,B,
Japanese giant flying squirrel,Petaurista leucogenys,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petaurista,1650,,19.2,no,B,
Hodgson's Giant Flying Squirrel,Petaurista magnificus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petaurista,1780,10.65,,no,B,
Bhutan Giant Flying Squirrel,Petaurista nobilis,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petaurista,1780,10.65,,no,B,
Red Giant Flying Squirrel,Petaurista petaurista,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petaurista,1330,16,,no,B,
Indian Giant Flying Squirrel,Petaurista philippensis,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petaurista,1431.92,16,,no,B,
Chinese Giant Flying Squirrel,Petaurista xanthotis,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petaurista,1650,19.2,,no,B,
Greater Glider,Petauroides volans,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Petauroides,1141,15,,no,B,
Yellow-bellied glider,Petaurus australis,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus,572.5,,15,no,B,
Biak Glider,Petaurus biacensis,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus,127,17.8,,no,B,
Sugar glider,Petaurus breviceps,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus,130,9,17,no,B,
Ebony Glider,Petaurus gracilis,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus,310,14.8083,,no,B,
Squirrel glider,Petaurus norfolcensis,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus,405,,14.8,no,B,
Travancore Flying Squirrel,Petinomys fuscocapillus,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petinomys,712,1.25,,no,B,
Hagen's Flying Squirrel,Petinomys hageni,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petinomys,410.07,4.575,,no,B,
Sipora Flying Squirrel,Petinomys lugens,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petinomys,410.07,4.575,,no,B,
Arrow Flying Squirrel,Petinomys sagitta,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Petinomys,49.99,5.74167,,no,B,
Four-toed Elephant Shrew,Petrodromus tetradactylus,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Petrodromus,208,7.15,,no,B,
Allied Rock-wallaby,Petrogale assimilis,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,4618.88,13,,no,B,
"Short-eared rock-wallaby, or Western rock wallaby",Petrogale brachyotis,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,3700,,10.1,no,B,
Nabarlek,Petrogale concinna,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,1250,,11.7,no,B,
Herbert's Rock-wallaby,Petrogale herberti,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Petrogale,6465.8,14.4,,no,B,
